ID,Ref,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),HOMO_n(eV),LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),HOMO_p(eV),LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI,n(labels),p(labels)
194,76,11.66,11.12,16.88,0.652,1.01,-5.48,-3.83,1.65,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.41,-3.6,1.81,CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(-c6cc(F)c(SCC(CCCC)CCCCCC)s6)c6sc(C)cc6c(-c6cc(F)c(SCC(CCCC)CCCCCC)s6)c5s4)s3)c3nsnc23)sc1C,49.5,28.1,1.76,21,31
195,77,9.35,9.16,15.3,0.657,0.93,-5.51,-3.84,1.67,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.43,-3.57,1.86,CCCCCCC(CCCC)COC(=O)c1cc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sc(C)cc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)sc1-c1ccc(C)s1,307.8,114,2.7,21,238
196,77,10.12,9.75,16.4,0.643,0.96,-5.51,-3.84,1.67,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.47,-3.58,1.89,CCCCCCC(CCCC)COC(=O)c1cc(-c2cc3c(-c4ccc(SCC(CC)CCCC)s4)c4sc(C)cc4c(-c4ccc(SCC(CC)CCCC)s4)c3s2)sc1-c1ccc(C)s1,197.6,104,1.9,21,249
197,78,8.29,8.02,13.75,0.635,0.95,-5.98,-3.71,2.27,CCCCC1(CCCC)c2cc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)ccc2-c2c1c1c(c3c2C(CCCC)(CCCC)c2cc(-c4ccc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc45)ccc2-3)C(CCCC)(CCCC)c2cc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)ccc2-1,1691.21,-5.27,-3.55,1.72,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124,72.9,1.7,481,48
198,78,10.15,9.92,16.75,0.645,0.94,-5.95,-3.73,2.22,CCCCC1(CCCC)c2ccc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)cc2-c2c1c1c(c3c2C(CCCC)(CCCC)c2ccc(-c4ccc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc45)cc2-3)C(CCCC)(CCCC)c2ccc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)cc2-1,1691.21,-5.27,-3.55,1.72,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124,72.9,1.7,549,48
199,79,1.7,1.7,3.9,0.4,1.1,-5.3,-3.12,2.18,COC1=CC2c3cc(OC)ccc3C(=C3c4cc5ccccc5cc4-c4cc5ccccc5cc43)C2C=C1,490.6,-4.9,-3,1.9,CCCCCCc1cc(C)sc1C,21.1,11.6,1.82,187,163
200,80,1.86,1.86,4.4,0.56,0.76,-6.1,-3.5,2.6,CCCCCCCCN1C(=O)c2c(c(-c3cccs3)c3c(c2-c2cccs2)-c2cccc4c(C#N)ccc-3c24)C1=O,572.74,-4.9,-3,1.9,CCCCCCc1cc(C)sc1C,21.1,11.6,1.82,215,163
201,81,3.32,3.22,11.97,0.336,0.87,-5.4,-3.7,1.7,CCCCC(CC)CN1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(c1cccc(N(c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c78)C=CC3C(=O)N(CC(CC)CCCC)C(=O)C(=CC=9)C%103)C(=O)N(CC(CC)CCCC)C6=O)cc2)c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(CC(CC)CCCC)C(=O)C(C=C9)C3%10)C(=O)N(CC(CC)CCCC)C6=O)cc2)c1)C=C1C(=O)N(CC(CC)CCCC)C(=O)C(C=C4)C15,2089.68,-5.11,-3.25,1.86,CCCCC(CC)CC(=O)c1cc2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2s1,56,20,2.8,310,81
202,82,1.39,1.32,2.8,0.6,0.82,-5.5,-3.68,1.82,C1(/N=C2C(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=N/2)=C(C=C(N1[Zn]N5C(C6=CC=CC=C6)=CC(C7=CC=CC=C7)=C5/N=C8N=C(C=C\8C9=CC=CC=C9)C%10=CC=CC=C%10)C%11=CC=CC=C%11)C%12=CC=CC=C%12,962.48,-4.9,-3,1.9,CCCCCCc1cc(C)sc1C,21.1,11.6,1.82,525,163
203,82,4.1,3.9,9.1,0.59,0.77,-5.6,-3.85,1.75,c1(/N=C2C(c3ccccc3)=C(C#Cc4ccccc4)C(c5ccccc5)=N/2)n([Zn]n6c(/N=C7N=C(C(C#Cc8ccccc8)=C\7c9ccccc9)c%10ccccc%10)c(c%11ccccc%11)c(C#Cc%12ccccc%12)c6c%13ccccc%13)c(c%14ccccc%14)c(C#Cc%15ccccc%15)c1c%16ccccc%16,1362.96,-4.9,-3,1.9,CCCCCCc1cc(C)sc1C,21.1,11.6,1.82,516,163
204,83,6.8,6.58,14.21,0.591,0.81,-5.48,-3.83,1.65,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.2,-3.59,1.61,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124,72.9,1.7,21,48
205,84,6.37,6.18,12.56,0.55,0.92,-5.74,-3.7,2.04,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4ccc(-c5c6nc7c(nc6c(-c6ccccc6)c6nc8c(nc56)-c5ccc6c9c(ccc-8c59)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)-c5ccc6c8c(ccc-7c58)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)[se]4)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,2762.81,-5.1,-3.3,1.8,CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)cc3CC(CC)CCCC)nc2s1,132.2,33.9,3.9,523,258
206,84,2.61,2.36,5.61,0.57,0.82,-5.82,-3.66,2.16,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4sc(-c5c6nc7c(nc6c(-c6ccccc6)c6nc8c(nc56)-c5ccc6c9c(ccc-8c59)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)-c5ccc6c8c(ccc-7c58)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)c(C)c4C)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,2743.96,-5.1,-3.3,1.8,CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)cc3CC(CC)CCCC)nc2s1,132.2,33.9,3.9,373,258
207,84,3.94,3.8,8.33,0.51,0.94,-5.76,-3.67,2.09,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4sc5c(C)c(-c6c7nc8c(nc7c(-c7ccccc7)c7nc9c(nc67)-c6ccc7c%10c(ccc-9c6%10)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C7=O)-c6ccc7c9c(ccc-8c69)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C7=O)sc5c4C)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,2800.04,-5.1,-3.3,1.8,CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)cc3CC(CC)CCCC)nc2s1,132.2,33.9,3.9,378,258
208,85,7.3,7,12.2,0.59,0.998,-5.45,-3.88,1.57,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3CC(CC)CCCC)sc2-4)cc1,1704.46,-5.28,-3.37,1.91,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4cc(F)c(-c5sc(C)cc5F)s4)s3)c3nn(CCC)nc23)sc1C,168,92,1.83,219,82
209,86,5.27,5.11,11.03,0.511,0.93,-5.97,-3.78,2.19,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(C1=CC2C(C=C1)c1ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)cc1C21c2cc(C3=c6c7c(c8ccc9c%10c(ccc6c8%10)C(=O)N(C(CCCCCC)CCCCCC)C9=O)C=CC6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C3)C76)ccc2C2C=C(c3cc6c7c(ccc8c9c%10c(c3c78)C=CC3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=9)C%103)C(=O)N(C(CCCCCC)CCCCCC)C6=O)C=CC21)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15,3312.61,-5.37,-3.5,1.87,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,140,70,2,1,40
210,86,5.98,5.82,12.02,0.542,0.9,-5.97,-3.78,2.19,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(C1=CC2C(C=C1)c1ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)cc1C21c2cc(C3=c6c7c(c8ccc9c%10c(ccc6c8%10)C(=O)N(C(CCCCCC)CCCCCC)C9=O)C=CC6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C3)C76)ccc2C2C=C(c3cc6c7c(ccc8c9c%10c(c3c78)C=CC3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=9)C%103)C(=O)N(C(CCCCCC)CCCCCC)C6=O)C=CC21)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15,3312.61,-5.27,-3.51,1.76,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4ccc(/C=C/c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,140,70,2,1,8
211,87,8.1,7.85,13.82,0.63,0.93,-5.76,-3.65,2.11,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4sc(-c5c6nc7c(nc6c(-c6ccccc6)c6nc8c(nc56)-c5ccc6c9c(ccc-8c59)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)-c5ccc6c8c(ccc-7c58)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)c5c4OCCO5)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,2773.94,-5.1,-3.3,1.8,CCCCC(CC)Cc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)cc3CC(CC)CCCC)nc2s1,132.2,33.9,3.9,66,258
212,87,6.7,6.42,13.99,0.51,0.95,-5.76,-3.65,2.11,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4sc(-c5c6nc7c(nc6c(-c6ccccc6)c6nc8c(nc56)-c5ccc6c9c(ccc-8c59)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)-c5ccc6c8c(ccc-7c58)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)c5c4OCCO5)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,2773.94,-5.2,-3.59,1.61,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124,72.9,1.7,66,48
213,88,7.64,7.5,11.88,0.63,1.03,-5.79,-3.75,2.04,CCCCCCOc1cc(/C=C(\C#N)c2ccc(-c3ccc4c5c(cccc35)C(=O)N(CC(CC)CCCC)C4=O)s2)c(OCCCCCC)cc1/C=C(\C#N)c1ccc(-c2ccc3c4c(cccc24)C(=O)N(CC(CC)CCCC)C3=O)s1,1159.56,-5.43,-3.67,1.76,CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3c(F)c(F)c(C)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1-c1ccc(C)s1,100.8,48,2.1,532,149
214,89,11.21,10.68,16.81,0.742,0.899,-5.51,-3.78,1.73,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,21,153
215,90,9.26,9.07,16.47,0.69,0.82,-5.48,-3.83,1.65,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.13,-3.16,1.97,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1,140,70,2,21,138
216,90,4.8,4.61,12.93,0.53,0.71,-5.48,-3.83,1.65,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.26,-3.08,2.18,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1,140,70,2,21,115
217,91,12.05,11.48,17.44,0.735,0.94,-5.58,-3.98,1.6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,1456.01,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,473,153
218,91,11.29,10.79,16.48,0.706,0.97,-5.56,-3.93,1.63,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)c(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)c(C)cc5C4=C(C#N)C#N)sc23)cc1,1484.06,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,341,153
219,92,7.72,7.66,13,0.63,0.925,-5.51,-3.78,1.73,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.43,-3.41,2.02,CCCCCCCCCCCCC(CCCCCCCCCC)COc1c(F)c(-c2ccc(-c3cc4c(-c5ccc(SCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(SCC(CC)CCCC)cc5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,109,54.5,2,21,171
220,93,6.09,6.09,10.23,0.54,1.11,-5.6,-3.5,2.1,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C2=CC3C(C=C2)c2ccc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8ccccc8)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc2C32c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8ccccc8)s7)=C6C(=O)N5CC(CC)CCCC)s4)ccc3C3C=CC(c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8ccccc8)s7)=C6C(=O)N5CC(CC)CCCC)s4)=CC32)s1,2715.89,-5,-3,2,CCCCCCc1cc(C)sc1C,21.1,11.6,1.82,126,163
221,93,6.31,6.31,14.22,0.47,0.95,-5.4,-3.8,1.6,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3CC(CC)CCCC)sc2-4)cc1,1704.46,-5.2,-3.6,1.6,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,124,72.9,1.7,219,48
222,94,8.15,8.12,12.64,0.682,0.942,-6.09,-3.87,2.22,CCCCCCC(CCCCCC)N1C(=O)C2=CCc3c4c5c6c(cc7[se]c8cc(c2c3c8c75)C1=O)C(=O)N(C(CCCCCC)CCCCCC)C(=O)C6=CC4c1cc2c(=O)n(C(CCCCCC)CCCCCC)c(=O)c3cc4[se]c5cc6c(=O)n(C(CCCCCC)CCCCCC)c(=O)c7ccc8c1c(c23)c4c5c8c76,1664,-5.36,-3.43,1.93,CCCCCCCCc1ccc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)c6c(CC(CC)CCCC)sc(CC(CC)CCCC)c6C7=O)s5)sc4c3c(-c3ccc(CCCCCCCC)s3)c3sc4cc(C)sc4c23)s1,342,195.4,1.75,89,84
223,94,6.43,6.39,11.7,0.594,0.919,-5.66,-3.93,1.73,CCCCCCc1cc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cs1,1452.04,-5.36,-3.43,1.93,CCCCCCCCc1ccc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)c6c(CC(CC)CCCC)sc(CC(CC)CCCC)c6C7=O)s5)sc4c3c(-c3ccc(CCCCCCCC)s3)c3sc4cc(C)sc4c23)s1,342,195.4,1.75,305,84
224,95,5.93,5.65,10.3,0.59,0.93,-5.67,-3.79,1.88,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)cc21,963.27,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,446,153
225,95,10.06,9.81,15.81,0.66,0.94,-5.43,-3.71,1.72,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,1436.16,-5.33,-3.53,1.8,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,117,58.5,2,250,153
226,96,9.43,9.32,16.84,0.615,0.91,-5.51,-3.78,1.73,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.34,-3.46,1.88,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nn(CCCCCCCC)nc3c2-c2ccc(C)s2)C1=O,145.4,90.9,1.6,21,208
227,96,10.24,10.13,18.29,0.643,0.87,-5.51,-3.78,1.73,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1427.96,-5.39,-3.51,1.88,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5sc6c(-c7ccc(CC(CC)CCCC)s7)c7c(sc8cc(C)sc87)c(-c7ccc(CC(CC)CCCC)s7)c6c5s4)s3)c3nn(CCCCCCCC)nc3c2-c2ccc(C)s2)C1=O,145.4,90.9,1.6,21,66
228,97,8.88,8.67,15.84,0.613,0.915,-5.66,-3.93,1.73,CCCCCCc1cc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cs1,1452.04,-5.38,-3.17,2.21,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,99.6,42.2,2.36,305,262
