Donor,SMILES,SMILES w/o R_group replacement,SMILES w/o R_group,Big_SMILES,SELFIES
PBDB-T,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc(C)cc6c(-c6ccc([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc([$])cc6c(-c6ccc([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][O][C][S][C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][=C][C][=Ring2][Ring2][Ring1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][Ring1]
PBDB-T-SF,Cc1cc2c(-c3cc(F)c([Cr])s3)c3sc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c([Cr])sc([Cr])c5C6=O)s4)cc3c(-c3cc(F)c([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc(c6cccs6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1, ,{[$]c1cc2c(-c3cc(F)c([Cr])s3)c3sc(-c4ccc(-c5sc(-c6ccc([$])s6)c6c5C(=O)c5c([Cr])sc([Cr])c5C6=O)s4)cc3c(-c3cc(F)c([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch2][Ring2][P][C][=C][C][=C][Branch2][Ring2][=Branch1][C][S][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=C][C][=Ring1][#Branch2][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Ring1][#Branch2][=C][C][=Ring2][Ring1][#C][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring2][P][S][Ring2][Branch1][Ring2]
PCDTBT-C12,Cc1ccc2c3ccc(-c4ccc(-c5c(O[Mn])c(O[Mn])c(-c6ccc(C)s6)c6nsnc56)s4)cc3n([Ti])c2c1,Cc1ccc2c(c1)n([R2])c1c2ccc(c2ccc(c3c4nsnc4c(c4ccc(C)s4)c(O[R5])c3O[R5])s2)c1, ,{[$]c1ccc2c3ccc(-c4ccc(-c5c(O[Mn])c(O[Mn])c(-c6ccc([$])s6)c6nsnc56)s4)cc3n([Ti])c2c1},[C][C][=C][C][=C][C][=C][C][=C][Branch2][Ring2][=C][C][=C][C][=C][Branch2][Ring2][Ring1][C][=C][Branch1][Ring1][O][Mn][C][Branch1][Ring1][O][Mn][=C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][C][=N][S][N][=C][Ring2][Ring1][Ring1][Ring1][Branch1][S][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][=C][N][Branch1][C][Ti][C][Ring2][Ring2][C][=C][Ring2][Ring2][=Branch1]
PTB7,Cc1cc2c(O[Cr])c3sc(-c4sc(C)c5c(F)c(C(=O)O[Cr])sc45)cc3c(O[Cr])c2s1,Cc1sc2c(O[R4])c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(O[R4])c2c1, ,{[$]c1cc2c(O[Cr])c3sc(-c4sc([$])c5c(F)c(C(=O)O[Cr])sc45)cc3c(O[Cr])c2s1},[C][C][=C][C][=C][Branch1][Ring1][O][Cr][C][S][C][Branch2][Ring1][O][C][S][C][Branch1][C][C][=C][C][Branch1][C][F][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][Cr][S][C][=Ring1][=C][Ring1][#Branch2][=C][C][=Ring2][Ring1][Ring1][C][Branch1][Ring1][O][Cr][=C][Ring2][Ring1][O][S][Ring2][Ring1][=C]
PTB7-Th,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(C)c5c(F)c(C(=O)O[Cr])sc45)cc3c(-c3ccc([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc([$])c5c(F)c(C(=O)O[Cr])sc45)cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Ring1][O][C][S][C][Branch1][C][C][=C][C][Branch1][C][F][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][Cr][S][C][=Ring1][=C][Ring1][#Branch2][=C][C][=Ring2][Ring1][Ring1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring2][Ring1][S][Ring2][Ring2][=Branch1]
PBDTTT-E-T,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(C)c5cc(C(=O)O[Cr])sc45)cc3c(-c3ccc([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C(O[R4])=O)cc5c(C)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc([$])c5cc(C(=O)O[Cr])sc45)cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Ring1][Branch2][C][S][C][Branch1][C][C][=C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][Cr][S][C][=Ring1][=N][Ring1][=Branch2][=C][C][=Ring2][Ring1][C][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring2][C][S][Ring2][Ring2][Branch1]
P,Cc1cc2c(s1)-c1sc(-c3c(F)cc(-c4cc5c(s4)-c4sc(-c6cc(F)c(C)c7nn([Mo])nc67)cc4[Si]5([Ti])[Ti])c4nn([Mo])nc34)cc1[Si]2([Ti])[Ti],Cc1c(F)cc(c2cc3c(c4sc(c5cc(F)c(c6cc7c(c8sc(C)cc8[Si]7([R2])[R2])s6)c6c5nn([R14])n6)cc4[Si]3([R2])[R2])s2)c2c1nn([R14])n2, ,{[$]c1cc2c(s1)-c1sc(-c3c(F)cc(-c4cc5c(s4)-c4sc(-c6cc(F)c([$])c7nn([Mo])nc67)cc4[Si]5([Ti])[Ti])c4nn([Mo])nc34)cc1[Si]2([Ti])[Ti]},[C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][Branch2][=Branch1][=Branch2][C][=C][Branch1][C][F][C][=C][Branch2][Branch1][C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][C][F][=C][Branch1][C][C][C][=N][N][Branch1][C][Mo][N][=C][Ring1][N][Ring1][=Branch1][=C][C][=Ring1][P][Si][Ring2][Ring1][Branch1][Branch1][C][Ti][Ti][C][=N][N][Branch1][C][Mo][N][=C][Ring2][Ring2][Ring2][Ring1][=Branch1][=C][C][=Ring2][Ring2][=Branch2][Si][Ring2][Ring2][=N][Branch1][C][Ti][Ti]
PDCBT,Cc1ccc(-c2sc(-c3cc(C(=O)O[Co])c(-c4ccc(C)s4)s3)cc2C(=O)O[Co])s1,Cc1sc(c2c(C(O[R7])=O)cc(c3sc(c4ccc(C)s4)c(C(O[R7])=O)c3)s2)cc1, ,{[$]c1ccc(-c2sc(-c3cc(C(=O)O[Co])c(-c4ccc([$])s4)s3)cc2C(=O)O[Co])s1},[C][C][=C][C][=C][Branch2][Ring2][=N][C][S][C][Branch2][Ring1][N][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][Co][=C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][S][Ring1][#C][=C][C][=Ring2][Ring1][Ring2][C][=Branch1][C][=O][O][Co][S][Ring2][Ring1][=N]
PBDT(T)[2H]T,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(C)c(F)c4F)cc3c(-c3ccc([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c(F)c(F)c(C)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc([$])c(F)c4F)cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][#C][C][S][C][Branch1][C][C][=C][Branch1][C][F][C][=Ring1][#Branch1][F][=C][C][=Ring1][=N][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=N][S][Ring2][Ring1][S]
PBDT-DTN,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(-c5sc(-c6cc([Cr])c(C)s6)c6c5C(=O)c5ccccc5C6=O)cc4[Cr])cc3c(-c3ccc([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c([R4])cc(c5sc(c6sc(C)c([R4])c6)c6c5C(c5ccccc5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(-c5sc(-c6cc([Cr])c([$])s6)c6c5C(=O)c5ccccc5C6=O)cc4[Cr])cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Branch1][Ring1][C][S][C][Branch2][Ring2][#Branch1][C][S][C][Branch1][=C][C][=C][C][Branch1][C][Cr][=C][Branch1][C][C][S][Ring1][#Branch1][=C][C][=Ring1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][=C][C][=Ring2][Ring1][O][Cr][=C][C][=Ring2][Ring1][P][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring2][P][S][Ring2][Branch1][Ring2]
PBDT-NQx,Cc1ccc(-c2cc3c(cc(-c4ccc(-c5cc6c(-c7ccc([Co])s7)c7sc(C)cc7c(-c7ccc([Co])s7)c6s5)s4)c4nc(-c5ccc([Ti])s5)c(-c5ccc([Ti])s5)nc43)c3nc(-c4ccc([Ti])s4)c(-c4ccc([Ti])s4)nc23)s1,Cc1sc2c(c3sc([R7])cc3)c3cc(c4ccc(c5cc6c7nc(c8sc([R2])cc8)c(c8sc([R2])cc8)nc7c(c7sc(C)cc7)cc6c6nc(c7sc([R2])cc7)c(c7ccc([R2])s7)nc56)s4)sc3c(c3sc([R7])cc3)c2c1, ,{[$]c1ccc(-c2cc3c(cc(-c4ccc(-c5cc6c(-c7ccc([Co])s7)c7sc([$])cc7c(-c7ccc([Co])s7)c6s5)s4)c4nc(-c5ccc([Ti])s5)c(-c5ccc([Ti])s5)nc43)c3nc(-c4ccc([Ti])s4)c(-c4ccc([Ti])s4)nc23)s1},[C][C][=C][C][=C][Branch2][#Branch2][#C][C][=C][C][=C][Branch2][Branch2][Ring2][C][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Co][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Co][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][C][=N][C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][=C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][N][=C][Ring2][Ring1][C][Ring2][Branch1][Ring2][C][=N][C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][=C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][N][=C][Ring2][=Branch1][Branch2][Ring2][Ring1][C][S][Ring2][=Branch1][=N]
PBDTS-NQx,Cc1ccc(-c2cc3c(cc(-c4ccc(-c5cc6c(-c7ccc(S[Co])s7)c7sc(C)cc7c(-c7ccc(S[Co])s7)c6s5)s4)c4nc(-c5ccc([Ti])s5)c(-c5ccc([Ti])s5)nc43)c3nc(-c4ccc([Ti])s4)c(-c4ccc([Ti])s4)nc23)s1,Cc1sc2c(c3sc(S[R7])cc3)c3cc(c4ccc(c5cc6c7nc(c8sc([R2])cc8)c(c8sc([R2])cc8)nc7c(c7sc(C)cc7)cc6c6nc(c7sc([R2])cc7)c(c7ccc([R2])s7)nc56)s4)sc3c(c3sc(S[R7])cc3)c2c1, ,{[$]c1ccc(-c2cc3c(cc(-c4ccc(-c5cc6c(-c7ccc(S[Co])s7)c7sc([$])cc7c(-c7ccc(S[Co])s7)c6s5)s4)c4nc(-c5ccc([Ti])s5)c(-c5ccc([Ti])s5)nc43)c3nc(-c4ccc([Ti])s4)c(-c4ccc([Ti])s4)nc23)s1},[C][C][=C][C][=C][Branch2][#Branch2][P][C][=C][C][=C][Branch2][Branch2][=Branch1][C][=C][Branch2][Branch1][=N][C][=C][C][=C][Branch2][Branch1][C][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Co][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Co][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][C][=N][C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][=C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][N][=C][Ring2][Ring1][C][Ring2][Branch1][=Branch1][C][=N][C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][=C][Branch1][O][C][=C][C][=C][Branch1][C][Ti][S][Ring1][=Branch1][N][=C][Ring2][=Branch1][#Branch2][Ring2][Ring1][C][S][Ring2][=Branch1][#C]
PTPDBDT,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(C)c5c4C(=O)N([Ti])C5=O)cc3c(-c3ccc([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5c(C(N([R2])C5=O)=O)c(C)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc([$])c5c4C(=O)N([Ti])C5=O)cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][Ti][C][Ring1][#Branch1][=O][=C][C][=Ring1][P][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][P][S][Ring2][Ring2][Ring2]
PTzBI,Cc1ccc(-c2c3c(c(-c4ccc(-c5cc6c(-c7ccc([Cr])s7)c7sc(C)cc7c(-c7ccc([Cr])s7)c6s5)s4)c4nn([Ti])nc24)C(=O)N([Ti])C3=O)s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c6c(C(N([R2])C6=O)=O)c(c6ccc(C)s6)c6nn([R2])nc56)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1ccc(-c2c3c(c(-c4ccc(-c5cc6c(-c7ccc([Cr])s7)c7sc([$])cc7c(-c7ccc([Cr])s7)c6s5)s4)c4nn([Ti])nc24)C(=O)N([Ti])C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][#C][C][=C][C][=Branch2][=Branch1][N][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][C][=N][N][Branch1][C][Ti][N][=C][Ring2][Ring2][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][Ti][C][Ring2][Ring2][N][=O][S][Ring2][Branch1][Ring1]
PBDTTT-C-T,Cc1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc(C)c5cc(C(=O)[Cr])sc45)cc3c(-c3ccc([Cr])s3)c2s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C([R4])=O)cc5c(C)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Cr])s3)c3sc(-c4sc([$])c5cc(C(=O)[Cr])sc45)cc3c(-c3ccc([Cr])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch2][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][Cr][S][C][=Ring1][N][Ring1][Branch2][=C][C][=Ring1][P][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][P][S][Ring2][Ring2][Ring2]
Pff4TBT-2DT,Cc1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(-c5cc([Cd])c(C)s5)c5nsnc45)cc3[Cd])s2)s1,[R23]c1c(c2sc(c3sc(C)cc3)cc2)sc(c2c3nsnc3c(c3cc([R23])c(C)s3)c(F)c2F)c1, ,{[$]c1ccc(-c2ccc(-c3sc(-c4c(F)c(F)c(-c5cc([Cd])c([$])s5)c5nsnc45)cc3[Cd])s2)s1},[C][C][=C][C][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Cd][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Cd][S][Ring2][Ring1][=N][S][Ring2][Ring2][C]
HFQx-T,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc(C)cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nc(-c4cc(F)c(O[Cr])c(F)c4)c(-c4cc(F)c(O[Cr])c(F)c4)nc23)s1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c(F)c(F)c(c6ccc(C)s6)c6nc(c7cc(F)c(O[R4])c(F)c7)c(c7cc(F)c(O[R4])c(F)c7)nc56)s4)sc3c(c3sc([R4])cc3)c2c1, ,{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc([$])cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nc(-c4cc(F)c(O[Cr])c(F)c4)c(-c4cc(F)c(O[Cr])c(F)c4)nc23)s1},[C][C][=C][C][=C][Branch2][=Branch2][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][Branch1][C][F][=C][Branch1][Ring1][O][Cr][C][Branch1][C][F][=C][Ring1][#Branch2][=C][Branch2][Ring1][Ring1][C][=C][C][Branch1][C][F][=C][Branch1][Ring1][O][Cr][C][Branch1][C][F][=C][Ring1][#Branch2][N][=C][Ring2][Branch1][=C][Ring2][Ring1][#Branch2][S][Ring2][=Branch1][Ring1]
PBDB-TF,Cc1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc(C)cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5c6c(C(c7c([R4])sc([R4])c7C6=O)=O)c(c6ccc(C)s6)s5)s4)sc3c(c3sc([R4])c(F)c3)c2c1, ,{[$]c1ccc(-c2sc(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc([$])cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3c2C(=O)c2c([Cr])sc([Cr])c2C3=O)s1},[C][C][=C][C][=C][Branch2][#Branch1][P][C][S][C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][=C][C][=Ring2][Ring2][Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Cr][S][C][Branch1][C][Cr][=C][Ring1][#Branch1][C][Ring1][N][=O][S][Ring2][Branch1][Branch1]
P1,Cc1ccc(-c2ccc(-c3ccc(-c4cc5c(O[Mn])c6sc(C)cc6c(O[Mn])c5s4)s3)c3nsnc23)s1,Cc1sc2c(O[R5])c3cc(c4ccc(c5c6nsnc6c(c6ccc(C)s6)cc5)s4)sc3c(O[R5])c2c1, ,{[$]c1ccc(-c2ccc(-c3ccc(-c4cc5c(O[Mn])c6sc([$])cc6c(O[Mn])c5s4)s3)c3nsnc23)s1},[C][C][=C][C][=C][Branch2][Branch1][#Branch2][C][=C][C][=C][Branch2][Ring2][=Branch2][C][=C][C][=C][Branch2][Ring1][=C][C][=C][C][=C][Branch1][Ring1][O][Mn][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][Ring1][O][Mn][=C][Ring1][=C][S][Ring1][P][S][Ring2][Ring1][=Branch1][C][=N][S][N][=C][Ring2][Ring1][#C][Ring1][Branch1][S][Ring2][Ring2][Ring2]
PMOT16,COc1cc(-c2c3cc(-c4sc5cc(-c6sc(-c7cc8sc(C)c([Mo])c8s7)c7c6C(=O)N([Sc])C7=O)sc5c4[Mo])sc3c(-c3cc(OC)c([Cr])s3)c3cc(C)sc23)sc1[Cr],Cc1sc2c(c3sc([R4])c(OC)c3)c3cc(c4c([R14])c5sc(c6c7c(C(N([R1])C7=O)=O)c(c7sc8c([R14])c(C)sc8c7)s6)cc5s4)sc3c(c3sc([R4])c(OC)c3)c2c1, ,{COc1cc(-c2c3cc(-c4sc5cc(-c6sc(-c7cc8sc([$])c([Mo])c8s7)c7c6C(=O)N([Sc])C7=O)sc5c4[Mo])sc3c(-c3cc(OC)c([Cr])s3)c3cc([$])sc23)sc1[Cr]},[C][O][C][C][=C][Branch2][Branch2][Branch1][C][=C][C][=C][Branch2][Branch1][O][C][S][C][C][=C][Branch2][Ring2][=Branch2][C][S][C][Branch2][Ring1][Ring1][C][=C][C][S][C][Branch1][C][C][=C][Branch1][C][Mo][C][=Ring1][#Branch1][S][Ring1][#Branch2][=C][C][=Ring1][#C][C][=Branch1][C][=O][N][Branch1][C][Sc][C][Ring1][#Branch1][=O][S][C][=Ring2][Ring1][#Branch2][C][=Ring2][Ring1][=N][Mo][S][C][Ring2][Ring2][Ring1][=C][Branch1][#C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][C][Cr][S][Ring1][Branch2][C][C][=C][Branch1][C][C][S][C][Ring2][Branch1][Ring1][=Ring1][=Branch1][S][C][=Ring2][Branch1][Branch2][Cr]
PTZP,Cc1cc2c(-c3ccc([Co])s3)c3sc(-c4sc(-c5nc6sc(-c7cc([Cr])c(C)s7)nc6s5)cc4[Cr])cc3c(-c3ccc([Co])s3)c2s1,Cc1sc2c(c3sc([R7])cc3)c3cc(c4c([R4])cc(c5sc6nc(c7sc(C)c([R4])c7)sc6n5)s4)sc3c(c3sc([R7])cc3)c2c1, ,{[$]c1cc2c(-c3ccc([Co])s3)c3sc(-c4sc(-c5nc6sc(-c7cc([Cr])c([$])s7)nc6s5)cc4[Cr])cc3c(-c3ccc([Co])s3)c2s1},[C][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Co][S][Ring1][=Branch1][C][S][C][Branch2][Ring2][Branch2][C][S][C][Branch2][Ring1][N][C][=N][C][S][C][Branch1][=C][C][=C][C][Branch1][C][Cr][=C][Branch1][C][C][S][Ring1][#Branch1][=N][C][=Ring1][N][S][Ring1][#C][=C][C][=Ring2][Ring1][Ring2][Cr][=C][C][=Ring2][Ring1][#Branch2][C][Branch1][O][C][=C][C][=C][Branch1][C][Co][S][Ring1][=Branch1][=C][Ring2][Ring2][#Branch2][S][Ring2][Ring2][=N]
PffBT2T-TT,Cc1cc2sc(-c3sc(-c4c(F)c(F)c(-c5cc([Ce])c(C)s5)c5nsnc45)cc3[Ce])cc2s1,Cc1c([R25])cc(c2c3nsnc3c(c3cc([R25])c(c4sc5cc(C)sc5c4)s3)c(F)c2F)s1, ,{[$]c1cc2sc(-c3sc(-c4c(F)c(F)c(-c5cc([Ce])c([$])s5)c5nsnc45)cc3[Ce])cc2s1},[C][C][=C][C][S][C][Branch2][Ring2][S][C][S][C][Branch2][Ring2][Ring2][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=C][C][=C][C][Branch1][C][Ce][=C][Branch1][C][C][S][Ring1][#Branch1][C][=N][S][N][=C][Ring2][Ring1][C][Ring1][Branch1][=C][C][=Ring2][Ring1][#Branch1][Ce][=C][C][=Ring2][Ring1][=N][S][Ring2][Ring1][S]
